timestamp,machine_name,temperature,pressure,vibration,humidity,power_consumption,operational_status,error_code,production_count,maintenance_log,speed
8/05/2024 5:30,Predictive Maintenance System,48.32,6.67,1.51,42.5,266.19,active,,47,,
8/05/2024 5:30,Automated Assembly Line,57.7,6.13,4.74,41.57,403.01,active,,15,,
8/05/2024 5:30,Quality Control Scanner,67.62,3.73,0.41,53.55,123.39,idle,,18,,
8/05/2024 5:30,Energy Management System,69.24,5.9,2.36,67.2,174.94,idle,,92,,
8/05/2024 6:00,CNC Machine,55.34,1.26,2.85,57.91,428.43,active,,20,,2.4
8/05/2024 6:00,3D Printer,22.74,7.12,3.77,67.8,129.06,active,,60,,4.68
8/05/2024 6:00,Industrial Robot,38.59,4.84,3.18,30.19,112.94,active,,92,,1.15
8/05/2024 6:00,Automated Guided Vehicle (AGV),73.15,7.85,1.99,35.84,153.72,active,,70,,
8/05/2024 6:00,Smart Conveyor System,79.73,6.81,4.86,44.11,312.99,active,,11,,0.81
8/05/2024 6:00,IoT Sensor Hub,37.58,5.16,2.57,33.95,496.6,active,,36,,
8/05/2024 6:00,Predictive Maintenance System,67.01,5.15,1.27,54.17,131.88,idle,,76,,
8/05/2024 6:00,Automated Assembly Line,27.36,2.04,1.77,40.89,434.64,active,,98,,
8/05/2024 6:00,Quality Control Scanner,75.97,3.59,4.01,45.3,357.8,active,,80,,
8/05/2024 6:00,Energy Management System,65.7,3.14,1.34,60.51,373.3,active,,14,,
8/05/2024 6:30,CNC Machine,70.7,2.58,1.32,49.41,168.38,active,,13,,4.58
8/05/2024 6:30,3D Printer,55.18,7.96,0.41,43.66,496.21,active,,97,,4.24
8/05/2024 6:30,Industrial Robot,57.42,3.5,1.67,35.74,415.88,active,,19,,4.43
8/05/2024 6:30,Automated Guided Vehicle (AGV),59.94,9.54,2.8,57.73,365.63,active,,10,,
8/05/2024 6:30,Smart Conveyor System,75.88,9.28,3.13,31.91,371.96,active,,37,,0.56
8/05/2024 6:30,IoT Sensor Hub,52.53,9.03,1.78,34.28,353.74,active,,25,,
8/05/2024 6:30,Predictive Maintenance System,75.41,6.76,4.34,33.7,344.93,active,,47,,
8/05/2024 6:30,Automated Assembly Line,32.5,5.53,1.05,49.76,495.6,idle,,7,,
8/05/2024 6:30,Quality Control Scanner,56.14,7.01,0.67,59.07,210.43,active,,63,,
8/05/2024 6:30,Energy Management System,49.71,1.88,1.18,61.18,273.59,active,,68,,
8/05/2024 7:00,CNC Machine,59.54,1.68,3.12,61.66,233.63,maintenance,E303,50,Part Replacement,2.34
8/05/2024 7:00,3D Printer,59.6,9.53,4.14,35.4,492.33,active,,54,,3.46
8/05/2024 7:00,Industrial Robot,61.67,3.83,2.89,69.96,420.09,active,,49,,4.39
8/05/2024 7:00,Automated Guided Vehicle (AGV),68.48,2.17,0.98,40.05,131.85,active,,3,,
8/05/2024 7:00,Smart Conveyor System,24.74,6.71,3.18,51.61,134.3,active,,50,,0.51
8/05/2024 7:00,IoT Sensor Hub,36.01,6.24,0.3,31.41,328.95,active,,38,,
8/05/2024 7:00,Predictive Maintenance System,55.96,4.67,4.01,37.63,363.45,active,,51,,
8/05/2024 7:00,Automated Assembly Line,72.21,2.17,0.2,52.54,167.17,active,,44,,
8/05/2024 7:00,Quality Control Scanner,41.34,6.43,0.79,44.25,231.15,active,,23,,
8/05/2024 7:00,Energy Management System,42.67,9.93,3.1,30.89,433.6,idle,,10,,
8/05/2024 7:30,CNC Machine,64.13,7.91,2.75,42.81,420.28,active,,82,,4.8
8/05/2024 7:30,3D Printer,47.94,6.52,0.76,48.03,218.74,active,,74,,2.18
8/05/2024 7:30,Industrial Robot,71.84,9.86,0.72,64.15,287.45,maintenance,E101,89,Routine Check,2.98
8/05/2024 7:30,Automated Guided Vehicle (AGV),21.26,5,0.63,30.83,415.17,active,,45,,
8/05/2024 7:30,Smart Conveyor System,70.86,1.87,2.8,38.73,186.72,active,,53,,0.73
8/05/2024 7:30,IoT Sensor Hub,54.27,5.77,3.35,60.94,480.82,active,,32,,
8/05/2024 7:30,Predictive Maintenance System,28.92,9.55,3.78,64.4,223.84,active,,45,,
8/05/2024 7:30,Automated Assembly Line,34.15,7.45,3.1,62.1,486.25,active,,87,,
8/05/2024 7:30,Quality Control Scanner,39.33,2.52,0.93,62.7,265.13,active,,33,,
8/05/2024 7:30,Energy Management System,35.75,3.94,2.68,69.78,442.49,active,,94,,
8/05/2024 8:00,CNC Machine,60.75,7.58,2.04,69.21,428.57,active,,66,,4.81
8/05/2024 8:00,3D Printer,43.66,1.59,2.7,32.58,370.22,active,,69,,4.77
8/05/2024 8:00,Industrial Robot,27.75,7.79,1.82,63.16,492.27,active,,38,,3.9
8/05/2024 8:00,Automated Guided Vehicle (AGV),55.57,8.81,2.03,56.76,351.92,maintenance,E303,5,Part Replacement,
8/05/2024 8:00,Smart Conveyor System,22.01,6.33,2.4,43.02,465.83,active,,41,,1.16
8/05/2024 8:00,IoT Sensor Hub,52.01,9.46,2.53,45.52,373.78,active,,16,,
8/05/2024 8:00,Predictive Maintenance System,45.07,5.86,0.24,58.94,245.06,active,,96,,
8/05/2024 8:00,Automated Assembly Line,77.69,5.9,1.04,70,244.02,active,,77,,
8/05/2024 8:00,Quality Control Scanner,70.41,3.85,3.66,66.85,247.19,active,,84,,
8/05/2024 8:00,Energy Management System,35.58,2.81,1.47,40.77,264.26,active,,92,,
8/05/2024 8:30,CNC Machine,54.81,6.65,3.76,36.62,156.51,active,,17,,3.32
8/05/2024 8:30,3D Printer,76.09,6.92,0.54,40.21,145.65,active,,4,,3.66
8/05/2024 8:30,Industrial Robot,46.75,2.16,2.63,53.56,428.49,idle,,61,,2.38
8/05/2024 8:30,Automated Guided Vehicle (AGV),25.38,3.36,2.79,40.32,368.7,idle,,53,,
8/05/2024 8:30,Smart Conveyor System,43.78,8.94,4.06,64.64,414.2,active,,79,,1.04
8/05/2024 8:30,IoT Sensor Hub,32.44,3.35,3.51,63.35,489.2,idle,,94,,
8/05/2024 8:30,Predictive Maintenance System,77.72,1.43,2.98,63.42,455.72,active,,44,,
8/05/2024 8:30,Automated Assembly Line,55.34,3.2,3.21,35.04,430.72,maintenance,E303,8,Part Replacement,
8/05/2024 8:30,Quality Control Scanner,51.86,6.28,3.95,50.7,323.94,active,,69,,
8/05/2024 8:30,Energy Management System,40.21,3.58,4.12,33.9,442.24,active,,77,,
8/05/2024 9:00,CNC Machine,74.22,8.97,4.03,69.09,126.22,active,,44,,3.15
8/05/2024 9:00,3D Printer,23.92,9.38,1.69,31.54,322.35,maintenance,E101,27,Routine Check,3.89
8/05/2024 9:00,Industrial Robot,58.68,1.61,1.59,52.14,209.5,active,,10,,4.7
8/05/2024 9:00,Automated Guided Vehicle (AGV),50.59,4.03,4.6,43.03,130.32,active,,0,,
8/05/2024 9:00,Smart Conveyor System,25.79,4.03,4.05,69.17,249.79,active,,11,,3.66
8/05/2024 9:00,IoT Sensor Hub,55.71,6.99,3.3,39.73,407.82,active,,52,,
8/05/2024 9:00,Predictive Maintenance System,73.63,6.73,1.36,68.61,387.81,active,,17,,
8/05/2024 9:00,Automated Assembly Line,21.82,1.09,2.55,52.84,270.21,active,,96,,
8/05/2024 9:00,Quality Control Scanner,30,1.55,0.56,66.91,309.22,active,,46,,
8/05/2024 9:00,Energy Management System,36.89,3.04,0.54,37.99,213.3,active,,50,,
8/05/2024 9:30,CNC Machine,40.79,2.31,1.02,52.79,325.17,idle,,32,,2.68
8/05/2024 9:30,3D Printer,42.34,2.9,4.19,33.42,401.79,idle,,84,,2.28
8/05/2024 9:30,Industrial Robot,23.06,1.15,2.35,53.44,288.88,idle,,56,,0.51
8/05/2024 9:30,Automated Guided Vehicle (AGV),69.16,2.05,0.47,44.73,395.15,active,,16,,
8/05/2024 9:30,Smart Conveyor System,64.73,9.92,1.44,43.48,159.12,active,,28,,2.64
8/05/2024 9:30,IoT Sensor Hub,25.54,5.73,4.64,65.51,201.68,idle,,74,,
8/05/2024 9:30,Predictive Maintenance System,67.98,4.69,1.81,61.34,480.46,active,,26,,
8/05/2024 9:30,Automated Assembly Line,21.15,6.91,2.09,37.38,428.78,active,,59,,
8/05/2024 9:30,Quality Control Scanner,21.2,8.78,2.46,58.94,176.37,active,,88,,
8/05/2024 9:30,Energy Management System,22.49,9.28,0.58,54.34,173.94,active,,22,,
8/05/2024 10:00,CNC Machine,47.26,4.24,1.76,43.81,160.04,active,,85,,3.53
8/05/2024 10:00,3D Printer,77.18,8.21,4.54,51.35,466.23,maintenance,E303,28,Part Replacement,1.55
8/05/2024 10:00,Industrial Robot,69.4,5.36,2.83,52.85,426.03,active,,10,,3.14
8/05/2024 10:00,Automated Guided Vehicle (AGV),52.18,2.11,2.36,54.3,233.27,active,,18,,
8/05/2024 10:00,Smart Conveyor System,35.16,1.32,0.73,36.33,359.17,idle,,70,,3.39
8/05/2024 10:00,IoT Sensor Hub,45.19,7.63,1.18,37.2,480.05,active,,40,,
8/05/2024 10:00,Predictive Maintenance System,25.16,3.08,2.16,49.26,355.74,active,,86,,
8/05/2024 10:00,Automated Assembly Line,52.39,5.96,0.93,36.45,314.19,active,,35,,
8/05/2024 10:00,Quality Control Scanner,51.46,1.58,0.77,53.54,496.71,active,,32,,
8/05/2024 10:00,Energy Management System,22.93,2.6,0.14,47.37,202.3,active,,17,,
8/05/2024 10:30,CNC Machine,20.51,5.64,3.4,33.54,229.05,active,,48,,1.19
8/05/2024 10:30,3D Printer,32.52,5.22,1.94,33.55,455.25,active,,91,,4.89
8/05/2024 10:30,Industrial Robot,34.91,6.38,3.32,65.25,417.04,active,,49,,1.67
8/05/2024 10:30,Automated Guided Vehicle (AGV),41.61,9.23,3.71,40.07,125.05,active,,30,,
8/05/2024 10:30,Smart Conveyor System,50.77,8.04,0.65,57.43,439.56,active,,58,,2.03
8/05/2024 10:30,IoT Sensor Hub,79.92,2.59,2.88,53.27,327.22,active,,38,,
8/05/2024 10:30,Predictive Maintenance System,31.91,6.8,2.71,37.54,358.52,active,,79,,
8/05/2024 10:30,Automated Assembly Line,29.16,1.32,2.87,45.38,409.48,idle,,98,,
8/05/2024 10:30,Quality Control Scanner,26.73,4.8,2.74,43.75,442.63,idle,,90,,
8/05/2024 10:30,Energy Management System,26.17,9.23,2.73,52.05,155.06,active,,32,,
8/05/2024 11:00,CNC Machine,57.69,5.69,0.41,37.22,392.02,active,,52,,4.42
8/05/2024 11:00,3D Printer,72.79,6.66,3.61,44.15,176.94,active,,100,,0.53
8/05/2024 11:00,Industrial Robot,56.81,2.4,4.84,34.35,184.76,active,,28,,2.61
8/05/2024 11:00,Automated Guided Vehicle (AGV),23.54,3.87,4.67,35.66,138.02,active,,80,,
8/05/2024 11:00,Smart Conveyor System,58.38,6.76,3.47,59.81,214.31,active,,75,,2.8
8/05/2024 11:00,IoT Sensor Hub,54.11,8.37,0.11,44.19,409.72,active,,78,,
8/05/2024 11:00,Predictive Maintenance System,65.97,4.94,2.57,30.25,492.88,active,,99,,
8/05/2024 11:00,Automated Assembly Line,56.06,5.85,4.69,49.34,164.98,active,,31,,
8/05/2024 11:00,Quality Control Scanner,38.85,4.21,3.53,62.59,120.64,active,,1,,
8/05/2024 11:00,Energy Management System,73.1,5.61,0.66,33.39,125.14,idle,,37,,
8/05/2024 11:30,CNC Machine,37.87,7.04,0.38,57.52,220.85,active,,26,,2.54
8/05/2024 11:30,3D Printer,54.11,1.08,2.88,36.32,297.46,active,,37,,2.73
8/05/2024 11:30,Industrial Robot,62.11,7.42,3.64,57.98,356.71,active,,29,,0.93
8/05/2024 11:30,Automated Guided Vehicle (AGV),25.25,3.61,1.88,33.74,268.54,active,,88,,
8/05/2024 11:30,Smart Conveyor System,79.67,7.57,1.59,61.75,179.96,active,,20,,3.17
8/05/2024 11:30,IoT Sensor Hub,48.67,8.41,3.2,33.61,368.96,active,,54,,
8/05/2024 11:30,Predictive Maintenance System,31.64,3.33,3.28,68.33,493.07,active,,36,,
8/05/2024 11:30,Automated Assembly Line,55.89,9.98,2.23,56.19,116.55,active,,44,,
8/05/2024 11:30,Quality Control Scanner,33.27,7.8,2.18,63.24,334.18,active,,7,,
8/05/2024 11:30,Energy Management System,29.39,7.6,3.04,53.58,286.25,active,,15,,
8/05/2024 12:00,CNC Machine,79.46,2.1,1.07,47.28,112.94,active,,23,,2.5
8/05/2024 12:00,3D Printer,38.22,6.48,2.88,40.26,171.79,active,,52,,1.02
8/05/2024 12:00,Industrial Robot,42.55,5.14,4.43,42.15,262.6,active,,19,,1.46
8/05/2024 12:00,Automated Guided Vehicle (AGV),37.52,4.35,3.6,50.06,430.25,idle,,22,,
8/05/2024 12:00,Smart Conveyor System,21.45,1.46,4.46,47.7,244.66,active,,77,,3.7
8/05/2024 12:00,IoT Sensor Hub,36.19,6.54,3.49,37.04,412.62,idle,,55,,
8/05/2024 12:00,Predictive Maintenance System,76.05,4.96,2.99,56.44,287.26,active,,90,,
8/05/2024 12:00,Automated Assembly Line,70.58,1.4,2.55,63.58,451.8,active,,14,,
8/05/2024 12:00,Quality Control Scanner,45.33,6.87,0.55,30.88,107.81,active,,21,,
8/05/2024 12:00,Energy Management System,38.46,1.09,4.9,64.34,439.16,active,,67,,
8/05/2024 12:30,CNC Machine,27.64,1.56,1.21,65.28,277.82,maintenance,E303,25,Part Replacement,4.62
8/05/2024 12:30,3D Printer,75.49,2.32,2.03,43.59,373.31,active,,88,,3.38
8/05/2024 12:30,Industrial Robot,51.61,5.43,3.02,69.63,330.21,active,,59,,3.56
8/05/2024 12:30,Automated Guided Vehicle (AGV),54.78,8.8,0.27,36.7,402.95,active,,0,,
8/05/2024 12:30,Smart Conveyor System,59.81,9.37,2.91,55.5,317.87,active,,47,,4.37
8/05/2024 12:30,IoT Sensor Hub,20.46,5.93,0.79,59.15,252.61,active,,50,,
8/05/2024 12:30,Predictive Maintenance System,22.85,5.8,1.86,66.59,112.64,active,,83,,
8/05/2024 12:30,Automated Assembly Line,24.92,8.24,1.61,38.39,111.39,idle,,42,,
8/05/2024 12:30,Quality Control Scanner,33.98,8.93,2.7,33.81,116.08,active,,9,,
8/05/2024 12:30,Energy Management System,71.36,8.67,0.9,36.78,161.03,idle,,16,,
8/05/2024 13:00,CNC Machine,54.01,4.58,3.38,69.21,370.02,active,,62,,3.26
8/05/2024 13:00,3D Printer,31.26,1.41,0.88,35.46,125.24,active,,31,,1.91
8/05/2024 13:00,Industrial Robot,68.97,3.6,2.21,42.67,267.04,active,,67,,1.76
8/05/2024 13:00,Automated Guided Vehicle (AGV),23.85,3.59,0.77,48.25,245.76,active,,53,,
8/05/2024 13:00,Smart Conveyor System,23.83,8.73,0.25,30.9,278.89,active,,38,,3.07
8/05/2024 13:00,IoT Sensor Hub,25.38,4.46,0.28,30.01,315.23,active,,13,,
8/05/2024 13:00,Predictive Maintenance System,34.98,1.31,4.67,42.98,145.36,idle,,0,,
8/05/2024 13:00,Automated Assembly Line,46.75,3.88,1.72,61.16,105.31,active,,73,,
8/05/2024 13:00,Quality Control Scanner,21.92,1.44,2.28,46.3,188.52,active,,44,,
8/05/2024 13:00,Energy Management System,72.86,3.48,4.14,33.21,412.6,active,,69,,
8/05/2024 13:30,CNC Machine,30.79,7.44,0.95,69.19,452.3,active,,10,,2.29
8/05/2024 13:30,3D Printer,38.27,8.42,3.5,42.69,117.79,active,,37,,2.19
8/05/2024 13:30,Industrial Robot,36.78,2.93,0.62,46.42,421.44,active,,30,,1.33
8/05/2024 13:30,Automated Guided Vehicle (AGV),71.48,3.97,4.28,69.1,375.83,active,,55,,
8/05/2024 13:30,Smart Conveyor System,32.09,3.31,1.38,68.97,175.5,active,,52,,0.96
8/05/2024 13:30,IoT Sensor Hub,26.39,1.34,2.42,31.05,481.52,active,,78,,
8/05/2024 13:30,Predictive Maintenance System,60.31,3.73,2.57,37.77,346.07,active,,36,,
8/05/2024 13:30,Automated Assembly Line,75.9,4.28,4.65,35.36,367.55,idle,,32,,
8/05/2024 13:30,Quality Control Scanner,47.86,3.77,2.75,37.49,257.75,active,,70,,
8/05/2024 13:30,Energy Management System,27.98,9.51,3.77,64.22,109.24,active,,37,,
8/05/2024 14:00,CNC Machine,61.4,8.27,0.23,42,473.56,active,,60,,1.82
8/05/2024 14:00,3D Printer,67.35,8.98,0.23,53.77,391.33,active,,70,,2.84
8/05/2024 14:00,Industrial Robot,41.59,1.73,3.64,62.11,454.45,active,,37,,3.56
8/05/2024 14:00,Automated Guided Vehicle (AGV),49.66,9.33,4,54.37,285.4,active,,19,,
8/05/2024 14:00,Smart Conveyor System,74.52,4.3,4.76,46.21,248.68,active,,77,,1.19
8/05/2024 14:00,IoT Sensor Hub,68.05,6.84,0.59,62.59,413.5,active,,74,,
8/05/2024 14:00,Predictive Maintenance System,78.72,4.48,1.52,45.1,466.42,idle,,77,,
8/05/2024 14:00,Automated Assembly Line,45.87,4.71,3.52,35.84,241.86,idle,,27,,
8/05/2024 14:00,Quality Control Scanner,51.53,7.3,2.07,56.17,466.35,active,,9,,
8/05/2024 14:00,Energy Management System,66.97,3.94,3.6,48.33,234.27,active,,46,,
8/05/2024 14:30,CNC Machine,33.13,2.71,4.94,48.42,223.49,active,,63,,1.39
8/05/2024 14:30,3D Printer,28.82,3.14,3.36,48.27,145.19,active,,52,,3.79
8/05/2024 14:30,Industrial Robot,42.28,5.58,2.53,61.05,320.56,maintenance,E202,85,Software Update,3.13
8/05/2024 14:30,Automated Guided Vehicle (AGV),24.41,8.34,3.23,49.34,273.88,idle,,61,,
8/05/2024 14:30,Smart Conveyor System,50.58,4.33,3.54,33.21,302.61,active,,44,,1.56
8/05/2024 14:30,IoT Sensor Hub,64.83,2.93,4.45,35.65,429.77,active,,13,,
8/05/2024 14:30,Predictive Maintenance System,37.5,3.43,1.57,47.38,154.77,active,,40,,
8/05/2024 14:30,Automated Assembly Line,63.03,5.76,1.44,31.5,351.99,active,,42,,
8/05/2024 14:30,Quality Control Scanner,48.36,9.5,0.3,31.78,186.22,idle,,71,,
8/05/2024 14:30,Energy Management System,29.72,2.09,4.04,69.11,400.25,active,,73,,
8/05/2024 15:00,CNC Machine,31.27,6.04,3.1,52.82,357.86,active,,46,,1.82
8/05/2024 15:00,3D Printer,31.56,1.94,0.4,38.71,162.21,active,,1,,0.51
8/05/2024 15:00,Industrial Robot,31.65,4.74,2.64,37.29,476.76,active,,15,,1.46
8/05/2024 15:00,Automated Guided Vehicle (AGV),42.99,6.46,0.49,65.62,285.86,active,,47,,
8/05/2024 15:00,Smart Conveyor System,64.22,2.31,1.19,50.64,336.64,idle,,42,,4.47
8/05/2024 15:00,IoT Sensor Hub,37.62,5.51,1.54,52.59,428.24,idle,,4,,
8/05/2024 15:00,Predictive Maintenance System,59.65,3.64,3.08,65.9,221.17,active,,33,,
8/05/2024 15:00,Automated Assembly Line,49.22,2.71,4.27,45.9,404.72,idle,,48,,
8/05/2024 15:00,Quality Control Scanner,55.03,2.3,1.37,33.05,141.58,active,,27,,
8/05/2024 15:00,Energy Management System,37.37,5.4,0.76,40.02,260.12,active,,6,,
8/05/2024 15:30,CNC Machine,55.74,5.97,2.62,59.55,117.47,active,,86,,1.23
8/05/2024 15:30,3D Printer,44.51,6.05,2.22,61.77,443.2,active,,66,,3
8/05/2024 15:30,Industrial Robot,30.51,3.15,1.33,63.08,383.81,active,,66,,1.21
8/05/2024 15:30,Automated Guided Vehicle (AGV),68.47,5.25,4.67,37.35,138.73,active,,16,,
8/05/2024 15:30,Smart Conveyor System,30.24,7.44,2.12,64.4,277.93,maintenance,E404,4,Catastrophic failure,1.79
8/05/2024 15:30,IoT Sensor Hub,28.92,3.7,4,68.18,336.77,active,,19,,
8/05/2024 15:30,Predictive Maintenance System,42.6,3.98,0.85,37.79,428.06,maintenance,E101,88,Routine Check,
8/05/2024 15:30,Automated Assembly Line,53.98,1.09,0.97,52.93,261.15,active,,88,,
8/05/2024 15:30,Quality Control Scanner,52.58,1.12,1.39,55.87,289.55,active,,28,,
8/05/2024 15:30,Energy Management System,58.38,3.64,3.55,37.51,250.12,active,,88,,
8/05/2024 16:00,CNC Machine,31.3,1.84,2.76,65.08,395.16,idle,,58,,2.57
8/05/2024 16:00,3D Printer,79.46,6.35,0.89,66.35,165.04,idle,,97,,1.24
8/05/2024 16:00,Industrial Robot,33.12,7.84,0.25,58.22,302.3,active,,9,,2.49
8/05/2024 16:00,Automated Guided Vehicle (AGV),43.54,6.72,4.18,48.16,279.43,active,,42,,
8/05/2024 16:00,Smart Conveyor System,76.2,5.03,4.46,36.01,405.67,active,,54,,1.68
8/05/2024 16:00,IoT Sensor Hub,51.95,7.17,0.2,50.88,438.11,active,,6,,
8/05/2024 16:00,Predictive Maintenance System,34.43,1.59,4.48,58.31,135.16,active,,78,,
8/05/2024 16:00,Automated Assembly Line,57.28,9.68,3.09,41.61,169.69,active,,83,,
8/05/2024 16:00,Quality Control Scanner,30.31,6.06,4.33,60.56,315.23,active,,96,,
8/05/2024 16:00,Energy Management System,53.7,4.3,3.79,40.35,240.94,idle,,13,,
8/05/2024 16:30,CNC Machine,69.81,7.96,4.77,57.79,430.41,active,,71,,0.89
8/05/2024 16:30,3D Printer,47.16,2.91,2.44,31.21,268.89,active,,80,,3.04
8/05/2024 16:30,Industrial Robot,26.36,1.81,4.72,57.79,129.5,active,,65,,2.65
8/05/2024 16:30,Automated Guided Vehicle (AGV),47.85,5.5,1.51,39.44,421.52,active,,1,,
8/05/2024 16:30,Smart Conveyor System,41.7,2.97,0.71,47.4,453.72,idle,,6,,4.85
8/05/2024 16:30,IoT Sensor Hub,42.25,9.67,2.98,33.2,307.7,active,,93,,
8/05/2024 16:30,Predictive Maintenance System,32.68,1.34,3.33,42.71,218.61,active,,44,,
8/05/2024 16:30,Automated Assembly Line,58.15,3.04,4.03,41.32,419.58,active,,82,,
8/05/2024 16:30,Quality Control Scanner,78.4,9.78,4.75,33.48,447.34,active,,90,,
8/05/2024 16:30,Energy Management System,68.95,2.05,3.54,41.72,255.6,active,,66,,
8/05/2024 17:00,CNC Machine,73.95,9.75,2.93,49.26,402.86,active,,30,,2.11
8/05/2024 17:00,3D Printer,30.14,4,0.79,36.58,166,idle,,51,,4.77
8/05/2024 17:00,Industrial Robot,56.8,6.26,0.22,46.79,225.79,active,,46,,0.97
8/05/2024 17:00,Automated Guided Vehicle (AGV),35.79,1.26,3.78,35.09,112.38,idle,,90,,
8/05/2024 17:00,Smart Conveyor System,48.52,5.05,2.93,54.11,243.78,active,,27,,4.04
8/05/2024 17:00,IoT Sensor Hub,73.21,8.69,1.62,49.62,117.91,maintenance,E202,54,Software Update,
8/05/2024 17:00,Predictive Maintenance System,24.88,8.39,4.08,51.78,256.77,active,,70,,
8/05/2024 17:00,Automated Assembly Line,51.02,3.12,3.22,34.44,395.48,active,,58,,
8/05/2024 17:00,Quality Control Scanner,65.78,6.2,0.2,48.27,109.88,active,,63,,
8/05/2024 17:00,Energy Management System,74.33,2.5,2.49,58.72,456.41,active,,3,,
8/05/2024 17:30,CNC Machine,69.05,2.93,2.27,39.26,161.76,active,,62,,0.97
8/05/2024 17:30,3D Printer,39.88,4.02,4.13,60.81,139.11,active,,24,,3.19
8/05/2024 17:30,Industrial Robot,49.09,7.3,3.79,33.11,413.28,active,,0,,4.05
8/05/2024 17:30,Automated Guided Vehicle (AGV),42.9,7.17,0.43,51.62,199.66,active,,12,,
8/05/2024 17:30,Smart Conveyor System,21.5,6.44,0.59,64.52,211.91,active,,94,,3.3
8/05/2024 17:30,IoT Sensor Hub,49.58,9.28,2.7,56.46,105.63,active,,89,,
8/05/2024 17:30,Predictive Maintenance System,42.68,7.99,1.43,39.31,303.96,idle,,63,,
8/05/2024 17:30,Automated Assembly Line,42.18,7.28,2.51,50.41,444.59,active,,18,,
8/05/2024 17:30,Quality Control Scanner,47.41,3.07,3.39,68.71,281.44,active,,21,,
8/05/2024 17:30,Energy Management System,22.15,4.76,2.86,58.5,338.42,active,,72,,
8/05/2024 18:00,CNC Machine,74.31,9.48,4.2,69.73,183.09,active,,41,,4.8
8/05/2024 18:00,3D Printer,70.98,7.41,2.77,41.24,264.45,idle,,70,,3.39
8/05/2024 18:00,Industrial Robot,24.24,8.75,3.76,45.5,181.93,active,,34,,2.37
8/05/2024 18:00,Automated Guided Vehicle (AGV),74.94,8.06,4.21,40.85,401.96,active,,69,,
8/05/2024 18:00,Smart Conveyor System,23.6,2.09,1.87,40.19,129.97,idle,,35,,3.62
8/05/2024 18:00,IoT Sensor Hub,58.08,1.9,3.8,57.25,383.06,active,,68,,
8/05/2024 18:00,Predictive Maintenance System,61.02,9.05,2.49,32.09,150.51,idle,,54,,
8/05/2024 18:00,Automated Assembly Line,55.21,4.74,4.93,31.21,354.38,active,,4,,
8/05/2024 18:00,Quality Control Scanner,73.34,1.25,0.25,52.63,249.74,active,,89,,
8/05/2024 18:00,Energy Management System,63.65,8.88,2.57,65.41,359.42,active,,43,,
8/05/2024 18:30,CNC Machine,45.36,7.3,1.94,35.1,196.83,active,,90,,4.15
8/05/2024 18:30,3D Printer,25.56,8,2.88,61.29,125.83,active,,94,,2.06
8/05/2024 18:30,Industrial Robot,44.62,7.24,0.76,64.26,330.66,idle,,19,,1.51
8/05/2024 18:30,Automated Guided Vehicle (AGV),69,7.12,1.06,31.38,440.92,active,,97,,
8/05/2024 18:30,Smart Conveyor System,77.71,7.62,1.53,49.66,202.59,active,,40,,4.61
8/05/2024 18:30,IoT Sensor Hub,25.31,5.51,4.07,45.55,322.67,active,,1,,
8/05/2024 18:30,Predictive Maintenance System,69.97,10,2.17,50.46,346.03,active,,94,,
8/05/2024 18:30,Automated Assembly Line,79.03,1.28,4.13,55.42,154.1,active,,65,,
8/05/2024 18:30,Quality Control Scanner,40.33,8.94,3.4,61.55,246.25,idle,,22,,
8/05/2024 18:30,Energy Management System,45.96,1.74,1.94,41.25,260.34,active,,59,,
8/05/2024 19:00,CNC Machine,47.71,3.76,0.6,31.61,218.98,active,,36,,3.97
8/05/2024 19:00,3D Printer,57.12,2.25,0.74,51.9,325.93,idle,,57,,2.83
8/05/2024 19:00,Industrial Robot,33.16,7.94,2.53,55.09,362.78,active,,77,,3.62
8/05/2024 19:00,Automated Guided Vehicle (AGV),52.02,4.23,3.56,30.8,415.3,idle,,10,,
8/05/2024 19:00,Smart Conveyor System,38.22,6.92,0.43,62.47,108.39,active,,58,,2.97
8/05/2024 19:00,IoT Sensor Hub,79.84,8.95,0.62,52.72,106.16,active,,68,,
8/05/2024 19:00,Predictive Maintenance System,54.48,6.43,1.65,42.17,155.76,active,,12,,
8/05/2024 19:00,Automated Assembly Line,70.86,1.31,1.9,37.51,195.5,active,,13,,
8/05/2024 19:00,Quality Control Scanner,29.45,4.17,0.58,52.13,338.01,active,,17,,
8/05/2024 19:00,Energy Management System,35.23,5.62,1.59,39.04,326.62,active,,44,,
8/05/2024 19:30,CNC Machine,33.6,4.28,2.41,53.86,262.51,active,,30,,4.3
8/05/2024 19:30,3D Printer,37.23,1.81,0.72,33.13,429.66,active,,59,,0.5
8/05/2024 19:30,Industrial Robot,31.49,2.18,1.74,43.17,147.45,active,,77,,1.6
8/05/2024 19:30,Automated Guided Vehicle (AGV),56.38,5.37,2.55,42.11,203,active,,67,,
8/05/2024 19:30,Smart Conveyor System,39.52,5.8,0.24,62.87,344.03,active,,87,,1.79
8/05/2024 19:30,IoT Sensor Hub,20.43,6.68,0.44,62.73,374.75,active,,88,,
8/05/2024 19:30,Predictive Maintenance System,72.35,4.75,1.4,59.48,432.25,active,,93,,
8/05/2024 19:30,Automated Assembly Line,62.41,4.1,2.88,50.31,396.38,active,,94,,
8/05/2024 19:30,Quality Control Scanner,50.83,7.65,0.76,62.32,289.12,idle,,8,,
